"Julian Day","Chamber Number","Measurement Duration (s)","        Mean CO2 (ppm)","        Mean CH4 (ppm)","        Mean N2O (ppm)","        Mean NH3 (ppm)","        Mean H2O (ppm)","     Chem Detect (0/1)","   Cav. Pressure (kPa)","Cav. Temperature (K)","   Water Content (fraction)","Chamber Temperature (K)","Chamber Pressure (kPa)","    Flux CO2 (L) (umol/m^2/s)","    Flux CO2 (E) (umol/m^2/s)","    Flux CH4 (L) (nmol/m^2/s)","    Flux CH4 (E) (nmol/m^2/s)","    Flux N2O (L) (nmol/m^2/s)","    Flux N2O (E) (nmol/m^2/s)","    Flux NH3 (L) (umol/m^2/s)","    Flux NH3 (E) (umol/m^2/s)","  e_Flux CO2 (L) (umol/m^2/s)","  e_Flux CO2 (E) (umol/m^2/s)","  e_Flux CH4 (L) (nmol/m^2/s)","  e_Flux CH4 (E) (nmol/m^2/s)","  e_Flux N2O (L) (nmol/m^2/s)","  e_Flux N2O (E) (nmol/m^2/s)","  e_Flux NH3 (L) (umol/m^2/s)","  e_Flux NH3 (E) (umol/m^2/s)","Metadata"
42.587963,2,288,3516.53843798,13.84901261,0.58602226,457.97903287,2.71686490,1.00000000,18.66566169,318.15508548,0.02459921,298.14982027,102.75000000,237.07877552,289.14536719,921.46413010,1419.35291297,19.42242260,24.45858482,-9.68305999,-18.51863101,1.26144846,1.22235324,6.79704154,545.91592448,0.12354450,1348.19878144,0.04618297,0.08838925,"Measurement #0197  from Forerunner Autochamber # 2"
42.592083,3,289,1934.05570236,28.98410798,1.25845673,3414.68008235,2.57938586,1.00000000,18.66551305,318.15755124,0.02377507,298.00122725,97.71000000,233.29438965,233.49471886,5218.98046194,5220.90731421,139.01213903,139.01637365,146.17606063,146.14900832,3.75778240,1.39127617,73.12102275,771.93018429,2.63803005,744.52291735,6.73066630,0.68906372,"Measurement #0198  from Forerunner Autochamber # 3"
42.596083,4,284,809.91298205,7.92799531,0.61549357,4851.87510466,1.20416965,1.00000000,18.66523017,318.15674197,0.00659779,296.19528363,97.35000000,21.71670275,21.71722917,418.37094499,418.48192776,21.98702872,21.99190872,248.74996920,270.28109121,0.38694451,0.78202423,8.31409619,849.51374478,0.49192836,804.20003376,1.22040835,1.59954274,"Measurement #0199  from Forerunner Autochamber # 4"
42.600139,5,290,1204.07833389,13.90811221,1.75420443,1927.35429902,1.82334822,1.00000000,18.66535078,318.15299316,0.00716247,296.64731809,98.03000000,41.01146606,99.29053945,803.49772244,1443.29252167,86.70503373,255.76887512,63.52455137,175.42403485,1.45832660,0.60979441,20.90872398,741.25184802,3.31845342,518.78863837,1.64505829,0.32160966,"Measurement #0200  from Forerunner Autochamber # 5"
42.632402,1,290,834.59991220,2.34390989,0.42385872,1137.85367609,1.43175247,0.00000000,18.66642074,318.15055131,0.00746892,299.24871158,97.60000000,24.62862889,39.84979770,5.57960811,5.56555639,4.17238320,7.80295623,26.82676715,147.61331542,0.12494756,0.26600560,0.32380584,173.50059982,0.04629761,529.70678732,0.46228865,0.08913829,"Measurement #0201  from Forerunner Autochamber # 1"
42.636461,2,288,2992.54594389,9.61683655,0.53622488,506.80389324,2.89540912,0.00000000,18.66567495,318.15385685,0.02585812,299.20805628,103.56000000,176.20241951,258.03817745,495.98557657,943.40026371,13.91844076,20.89374399,-11.14095654,-21.99644838,0.66925212,0.33411128,2.31171521,122.72563614,0.07755701,508.47598487,0.04731516,0.02146543,"Measurement #0202  from Forerunner Autochamber # 2"
42.640515,3,291,1971.46900198,30.60112037,1.50701826,4010.99340597,2.65252483,1.00000000,18.66541898,318.15518751,0.02489758,299.57174714,97.80000000,185.52127088,186.19326392,4134.94153998,4158.53080078,138.26663122,138.96519683,181.68737102,515.45325546,0.85686872,0.81390633,24.45395360,1519.84169610,0.80812307,705.72836915,5.17337136,0.65912112,"Measurement #0203  from Forerunner Autochamber # 3"
42.644561,4,289,836.19610652,3.89587646,0.76494149,4421.03753530,1.28266435,1.00000000,18.66531468,318.15443652,0.00829074,297.55037915,98.13000000,24.03950200,29.21517388,102.94871667,234.06911289,33.86191989,33.97664632,181.76528694,189.26153166,0.25746860,2.53552851,1.97222456,532.99235041,0.25966405,682.94250396,1.66436561,14.57227616,"Measurement #0204  from Forerunner Autochamber # 4"
42.648609,5,287,740.91355282,4.65743113,0.74889250,2104.10290758,1.63725052,0.00000000,18.66524115,318.15233342,0.00847973,297.83038004,98.15000000,5.77798112,5.77629919,75.20646025,75.18002873,4.71997569,4.71948406,38.66419984,143.83711031,0.27247560,1.16112936,2.21402188,1126.47065008,0.47934242,463306.87596587,1.91264957,0.31392980,"Measurement #0205  from Forerunner Autochamber # 5"
42.680900,1,287,812.92106618,2.21992062,0.41943209,824.24152710,1.45532329,0.00000000,18.66643587,318.14903588,0.00795477,297.26737913,97.58000000,21.92075792,34.13749262,-4.30546455,-4.30071197,4.34161045,11.17819386,16.36102673,80.47207446,0.54773956,0.41455182,2.57555320,775.01508605,0.21568540,522.43930425,1.02228715,0.32521582,"Measurement #0206  from Forerunner Autochamber # 1"
42.684975,2,290,3494.23132011,13.61637198,0.63789209,500.17005007,2.91239699,0.00000000,18.66577285,318.15175934,0.02650720,297.20163810,103.56000000,210.34260395,323.45717746,780.89842857,1458.53345525,20.30945854,39.77434155,-11.21965021,-23.16198596,3.44529998,0.22000799,6.15521344,354.67579058,0.18423654,412.07726065,0.08341559,0.02744883,"Measurement #0207  from Forerunner Autochamber # 2"
42.689012,3,285,1858.99614589,27.19709377,1.47069218,3033.89241888,2.52704373,1.00000000,18.66556605,318.15305240,0.02387920,297.35477969,97.41000000,172.90238691,173.43669037,3591.65589262,3600.08196601,138.11324410,138.49546576,181.99188472,218.02814506,1.36223755,1.03125430,23.58258476,381.89766934,1.20867907,2049.13620943,3.41017232,3.72158351,"Measurement #0208  from Forerunner Autochamber # 3"
42.693058,4,288,903.32830680,3.26183600,1.00410326,3968.53664381,1.21959184,0.00000000,18.66531642,318.15077885,0.00868958,295.92027089,98.04000000,26.31970134,26.45173862,76.74930465,76.96548285,51.22234379,51.64995295,184.03946314,184.27222643,0.13568445,1.67359808,1.65457670,1396.69058121,0.86508344,881.39924626,4.69269718,0.69663504,"Measurement #0209  from Forerunner Autochamber # 4"
42.697101,5,285,706.35058364,4.15395243,0.60163247,1531.44233700,1.58287030,0.00000000,18.66524945,318.15005869,0.00829384,295.54902653,97.72000000,14.99847563,15.08034155,157.01877858,157.55254808,16.19999402,16.32592138,30.41493508,77.31768248,0.35037288,0.68112088,4.41402536,887.30330615,0.29951505,974.27166966,0.91995492,0.50879418,"Measurement #0210  from Forerunner Autochamber # 5"
42.729423,1,289,885.83923367,2.25195679,0.43341172,560.83105270,1.36442600,0.00000000,18.66635716,318.14675040,0.00743943,294.57282706,97.62000000,28.23061469,56.89682827,7.26162589,17.06786043,5.95901667,17.40842884,7.56155553,61.92640519,0.53689450,0.30363575,0.06604602,302.51035399,0.08452880,402.52085077,0.18295950,0.19087039,"Measurement #0211  from Forerunner Autochamber # 1"
42.733470,2,288,3306.76905297,20.35337121,0.59834300,435.86221665,2.51716455,0.00000000,18.66562130,318.14918463,0.02282480,294.59707876,102.20000000,231.20356318,234.84106037,1647.89452445,1657.20494423,21.68705395,21.86849132,-8.97807926,-15.74324890,0.67634917,8.56034760,3.83062613,567.76763459,0.06235201,1390.95593208,0.03549798,0.03554625,"Measurement #0212  from Forerunner Autochamber # 2"
42.737578,3,288,2757.54332027,41.24487727,2.03238033,1594.20996772,2.13975988,1.00000000,18.66573084,318.15013635,0.01964354,294.30454826,97.47000000,335.60547314,336.97150943,6960.25593512,7019.42362869,243.88086227,244.71160659,125.86907280,125.91054531,3.50711087,1.36369295,70.70704646,2638.81973661,3.11917541,875.48726497,7.36011913,0.60562474,"Measurement #0213  from Forerunner Autochamber # 3"
42.741573,4,290,1463.35449808,4.11952427,1.42245254,4427.04031192,1.31150383,0.00000000,18.66519162,318.14965608,0.00936516,292.52859383,96.61000000,46.42259901,46.70870812,102.48654922,103.23592637,72.30327055,72.53949294,160.85994139,183.30625917,0.06479534,0.74888064,0.15245604,129.68513620,0.08807500,721.22701411,0.22370904,0.74410157,"Measurement #0214  from Forerunner Autochamber # 4"
42.745625,5,289,2540.13160623,20.00988349,1.25296491,1975.65595882,1.63127539,0.00000000,18.66498439,318.14831122,0.01071149,292.21139688,96.91000000,143.59917702,202.89326899,1320.18163327,2006.02793254,52.71838299,97.90436852,64.06490390,82.22552903,1.81263629,1.98506381,17.40388357,1484.27552759,0.96777485,1228.26184407,0.89817757,3.33623329,"Measurement #0215  from Forerunner Autochamber # 5"
42.777912,1,287,1963.03719056,11.64660995,0.74362163,385.06274988,1.32824616,0.00000000,18.66632477,318.14921620,0.00910415,290.53477784,97.57000000,101.24979455,120.38901186,633.59310512,822.45077206,30.61435980,33.83124094,1.87242394,7.43982996,0.31384436,1.58011331,2.20574551,1029.21837443,0.10143671,3325.97252185,0.04836496,0.62679185,"Measurement #0216  from Forerunner Autochamber # 1"
42.782019,2,292,3697.16777783,32.12389163,0.56904858,384.47561554,2.05293116,1.00000000,18.66562780,318.14988363,0.01880668,290.39229283,100.68000000,438.42809373,441.54683443,4453.49332727,4488.27598804,28.02465810,28.25425729,-6.93879079,-10.74672605,0.77240990,0.45055829,8.01968492,339.05782071,0.06478911,639.73043893,0.02024188,0.01367271,"Measurement #0217  from Forerunner Autochamber # 2"
42.786039,3,290,2695.06704421,36.56444169,1.84878760,825.21935396,2.04430438,1.00000000,18.66535444,318.14980423,0.01890241,290.07595766,97.50000000,422.00877328,422.63171122,7904.82640613,7922.66960530,272.19955017,272.78780540,-4.43066761,-4.45190187,2.70341591,0.89387845,47.84502041,1129.05883141,2.11746683,1421.47084829,0.02885981,1.05851071,"Measurement #0218  from Forerunner Autochamber # 3"
42.790089,4,289,1581.91700227,4.16812515,1.35777149,4429.69712060,1.29978055,0.00000000,18.66521357,318.14902091,0.00995065,289.40136353,96.19000000,46.14688813,46.28387295,94.16838821,94.42874353,56.59157296,56.65379139,143.74638078,189.73673977,0.40240061,0.95244556,1.11232310,358.52853931,0.42198797,144.86833013,0.74060600,0.60068278,"Measurement #0219  from Forerunner Autochamber # 4"
42.794146,5,290,1956.85672846,14.24279072,0.78828490,2167.64816588,1.56062633,0.00000000,18.66536717,318.14886586,0.01144119,288.73861653,96.47000000,81.39624655,209.95088039,758.01454410,2042.22953719,20.18151186,67.02784364,25.96951954,227.81499680,0.26020817,0.10968604,2.62692329,111.45236692,0.07674254,79.23561679,0.21435891,0.06043800,"Measurement #0220  from Forerunner Autochamber # 5"
42.826408,1,290,2308.95724810,16.81149322,0.81816620,307.90015587,1.34194177,0.00000000,18.66649605,318.15003556,0.01008471,289.10229483,97.62000000,118.30364838,119.45581470,945.05575199,1177.78603512,33.80584339,34.05047572,-0.50332526,-0.50178774,0.17313449,1.63975716,1.50091693,721.72511415,0.50734288,791.36183070,0.10813264,0.90537451,"Measurement #0221  from Forerunner Autochamber # 1"
42.830459,2,287,4083.96402978,25.76056269,0.98701527,305.37417342,1.82965804,1.00000000,18.66560044,318.15010005,0.01675075,288.02634720,98.40000000,178.71174346,494.06494029,1238.79050833,4119.67767040,33.23734465,90.20452731,-4.34298830,-8.39134434,6.29663673,0.16796142,55.04209433,217.59914345,1.05042177,111.49412925,0.08043993,0.01750327,"Measurement #0222  from Forerunner Autochamber # 2"
42.834545,3,285,2929.66034132,38.94511353,1.93731076,826.11870967,1.76252023,1.00000000,18.66543898,318.14985256,0.01661282,288.02634720,97.58000000,469.26272563,470.94980440,8603.22099812,8643.23339312,296.06467548,296.78361228,-2.10082456,-2.10133242,0.28959768,1.11965091,5.13798466,1122.63915306,0.23528873,1307.62185987,0.18676379,2.53515854,"Measurement #0223  from Forerunner Autochamber # 3"
42.838564,4,288,1468.37676056,4.17654221,1.38229760,3962.64978820,1.24922920,0.00000000,18.66511954,318.14950689,0.00957140,287.38989167,97.67000000,66.83305007,67.54815354,145.87799361,154.00209904,78.61049303,79.18048144,141.53890610,143.86197888,0.34886671,0.14315249,0.91598337,1054.85285855,0.42735663,163.49422433,0.60113197,7.55506529,"Measurement #0224  from Forerunner Autochamber # 4"
42.842617,5,289,1834.59421592,13.25634495,0.69026104,2307.40778499,1.47790423,0.00000000,18.66528577,318.14934554,0.01505400,286.90153990,96.38000000,80.40397188,135.52223506,799.64898215,1329.14803407,15.50003831,29.03543677,-14.44613354,-14.42422027,0.56357399,0.53581800,5.85764121,587.13989509,0.11544289,506.04741106,1.38485123,0.77246912,"Measurement #0225  from Forerunner Autochamber # 5"
42.874910,1,289,2408.93018257,19.19345893,0.80164651,261.27124792,1.25212788,0.00000000,18.66634836,318.14935309,0.01009449,286.53714894,97.65000000,145.29824510,146.58267133,1385.08044610,1400.47065827,36.40457830,36.68589959,-1.11030226,-1.10695563,0.50600286,0.47466236,4.36079065,1552.23497025,0.21711612,472.66375967,0.06361652,0.37850924,"Measurement #0226  from Forerunner Autochamber # 1"
42.878957,2,289,3632.35766198,20.13103589,0.97511286,279.04874540,1.59294438,0.00000000,18.66563579,318.14953376,0.01490510,285.68825447,97.16000000,196.55210843,451.01715052,1140.07756772,3041.11757080,41.17892262,95.40879139,-4.33558760,-9.19762161,3.38205156,0.32581108,22.31294762,297.76714561,0.70596213,315.79464856,0.04811052,0.03914885,"Measurement #0227  from Forerunner Autochamber # 2"
42.883004,3,286,2983.60348344,39.49908142,1.77034544,538.87102804,1.53046109,1.00000000,18.66550027,318.14966522,0.01426866,285.51487523,97.62000000,511.53805105,513.27147795,9198.05049155,9232.72497795,274.22560719,274.65241948,-1.17845832,-1.17846907,2.30167223,1.21112946,37.33477925,2200.62647160,2.96622543,664.84940984,0.03153929,1.80644403,"Measurement #0228  from Forerunner Autochamber # 3"
42.887057,4,288,1816.45722818,4.72053003,1.55318905,4272.99164443,1.18421789,0.00000000,18.66528895,318.14973246,0.00973416,285.89469485,96.99000000,89.68207079,90.05562239,168.07478108,169.21594810,94.01804897,94.28027350,105.72911246,133.11007225,0.44967107,0.30740282,0.80117191,873.71946191,0.64760740,152.69937615,1.05564478,1.51710972,"Measurement #0229  from Forerunner Autochamber # 4"
42.891117,5,288,1420.85491391,10.17343762,0.57674003,2370.48552637,1.41823144,0.00000000,18.66529032,318.14897563,0.01385849,285.68825447,96.78000000,56.00904607,75.68954075,566.03661160,834.51445338,10.00346316,10.85677082,22.02842674,457.98794653,0.31431471,0.69594979,3.40735652,528.63750667,0.07980501,6434.28837019,1.91883087,0.54816749,"Measurement #0230  from Forerunner Autochamber # 5"
42.923381,1,288,2578.93968071,16.63030964,0.83888095,236.77539114,1.19668943,1.00000000,18.66647860,318.14971453,0.01062275,285.61905078,97.58000000,144.50162506,163.69235883,996.72172188,1502.35427843,37.25315087,37.85122915,-1.46267698,-1.45635739,0.42828214,2.27401700,4.47956341,702.96636305,0.18042791,1851.81352857,0.07738948,0.81766332,"Measurement #0231  from Forerunner Autochamber # 1"
42.927431,2,287,4462.00954551,26.75521133,1.10715008,270.09791857,1.51763239,0.00000000,18.66562700,318.15042437,0.01402020,284.80872473,96.61000000,278.75809623,553.99876554,1774.48116584,3946.73212166,55.03480450,107.13671804,-4.08834055,-8.43336269,2.66642664,0.06488459,18.63946747,56.20082336,0.51591210,66.99567868,0.02784032,0.00562133,"Measurement #0232  from Forerunner Autochamber # 2"
42.931550,3,294,2835.90434538,37.33290859,1.72956865,437.52159292,1.53434309,1.00000000,18.66530059,318.14970874,0.01423569,285.16436646,97.75000000,444.22285870,445.64750746,8427.41449262,8446.44550312,244.26110906,244.49450483,-2.69732202,-2.71070125,2.69818704,0.96951431,44.62182982,888.33615196,1.85055670,868.27318279,0.00798385,1.07332341,"Measurement #0233  from Forerunner Autochamber # 3"
42.935532,4,287,2075.56829535,5.09637298,1.86328977,5736.60857608,1.17266383,0.00000000,18.66523267,318.14979348,0.01010365,285.48005077,96.74000000,97.21682162,98.01917623,195.92579277,201.23632325,108.93051867,109.31122294,123.80535016,330.44678456,0.49330385,1.46572718,1.07612696,10307.55584109,0.64936622,546.00081762,3.53417939,0.22538791,"Measurement #0234  from Forerunner Autochamber # 4"
42.939583,5,289,1697.50999998,11.99549452,0.68877544,2879.16014955,1.42932729,0.00000000,18.66515475,318.14948470,0.01355320,285.92893241,97.41000000,49.91474306,176.29954496,562.46593706,1285.16560803,3.87273936,3.86653350,20.71810612,521.14627989,1.77028952,0.28841839,13.06942006,326.23046356,0.69769349,416.96813564,5.72862980,0.41320088,"Measurement #0235  from Forerunner Autochamber # 5"
42.971899,1,289,2334.53547887,12.85360337,0.78532836,242.64231923,1.20821273,0.00000000,18.66642107,318.14985558,0.00930405,286.13335608,97.68000000,137.27766754,138.25927078,830.51459476,867.33307152,34.60117832,34.79243936,-1.21081731,-54.58904836,1.64757019,1.20004123,9.88174292,5456.17996401,0.16133825,499.43070913,0.04359159,0.13407326,"Measurement #0236  from Forerunner Autochamber # 1"
42.975950,2,289,4602.39269368,28.10259436,1.05168318,285.36673147,1.55710562,0.00000000,18.66562480,318.15027524,0.01447796,285.34025240,96.68000000,290.18815562,548.98915612,1902.31289942,3834.85576295,50.95547989,88.90741963,-4.51030463,-9.17075671,1.82446364,0.15836686,12.29005760,134.81005590,0.29334385,180.39738070,0.02147223,0.02053341,"Measurement #0237  from Forerunner Autochamber # 2"
42.980044,3,286,2875.16796406,39.39259857,1.71024037,440.48152025,1.51216077,1.00000000,18.66530774,318.14979494,0.01407531,285.30517689,97.72000000,467.01753980,468.57690534,9126.74280489,9155.14246864,249.96858176,250.77777618,-1.50264214,-1.79221547,5.47860669,2.55843091,101.23917308,2243.05392102,1.35024803,529.73619260,0.00811440,0.66896302,"Measurement #0238  from Forerunner Autochamber # 3"
42.984048,4,290,1807.83166476,4.97555681,1.47720083,6462.34473083,1.13770173,1.00000000,18.66544045,318.14974106,0.01007198,285.19964565,97.02000000,85.33820713,85.39518491,194.91078304,195.51747713,89.00568991,89.03321171,117.89701153,220.72393954,0.92659637,1.32985936,1.59517547,1821.87802076,1.21728821,814.69076681,1.55126863,1.37709873,"Measurement #0239  from Forerunner Autochamber # 4"
42.988099,5,288,1597.32071918,11.34026382,0.64084953,3180.40762474,1.39185529,0.00000000,18.66504049,318.14948998,0.01320188,285.58437508,97.69000000,52.78091040,135.25600374,518.71998204,1397.19356682,6.93580953,41.58454876,54.67204811,489.09647931,0.64488403,0.69521184,6.65029483,702.65431968,0.17636563,982.00485162,2.17032685,0.52027659,"Measurement #0240  from Forerunner Autochamber # 5"
43.020394,1,288,2843.49664545,25.27197397,0.87176235,249.74567492,1.20219455,0.00000000,18.66651058,318.14956571,0.01291150,284.98719740,97.45000000,184.54071836,194.48140104,1900.00595824,2174.38442280,42.44046995,43.05012273,-2.84810141,-86.78041844,0.62017065,4.25455609,6.14321347,1372.06854274,0.15250231,7297.80978020,0.08020099,0.21889872,"Measurement #0241  from Forerunner Autochamber # 1"
43.024442,2,287,3354.44370604,19.12863624,0.82367345,285.30598770,1.44339396,0.00000000,18.66556935,318.15008384,0.01329555,284.22860391,96.40000000,178.78569578,385.37453429,1081.43062534,2617.60851815,29.87466617,62.97884815,-4.39740350,-8.93989940,1.46913364,0.05337390,9.67851658,44.96128951,0.23785507,53.84500234,0.02550161,0.00886593,"Measurement #0242  from Forerunner Autochamber # 2"
43.028520,3,286,2758.80588121,36.29863279,1.54980668,484.01655724,1.40503858,1.00000000,18.66523506,318.14969617,0.01308850,284.22860391,97.68000000,505.98551062,507.56315731,9378.18851474,9415.34686405,243.50139619,243.96421548,-0.12411925,-0.12386772,2.50398983,0.70666797,40.01373384,1277.29588177,1.50982778,1311.93135373,0.00823614,0.71950233,"Measurement #0243  from Forerunner Autochamber # 3"
43.032554,4,290,2283.46163675,6.01714908,1.91068068,6843.25182622,1.16474780,1.00000000,18.66513581,318.14984736,0.01177051,284.55663284,96.94000000,124.05665414,124.17030603,262.02073505,262.64235429,131.47693632,131.62354346,32.03881599,31.95534842,0.76121090,0.24540479,2.25222925,700.29369112,1.49893475,457.05481876,3.21027056,0.98285031,"Measurement #0244  from Forerunner Autochamber # 4"
43.036592,5,290,1699.33921157,12.90516957,0.65650250,3724.17035367,1.31802405,0.00000000,18.66514921,318.14959303,0.01236481,284.88027156,97.53000000,56.55997880,142.84455476,642.56801112,1620.19152941,4.15784160,4.14755795,68.36709362,301.33512696,2.57631204,0.37437187,30.18164827,397.23778472,0.55767744,660.45270644,4.03025304,0.17235778,"Measurement #0245  from Forerunner Autochamber # 5"
43.068892,1,291,3005.53837202,20.21506934,0.90837617,251.42550162,1.17585771,1.00000000,18.66633048,318.14976408,0.01226781,284.41139188,97.43000000,179.06972198,222.91453277,1310.53580907,1819.17418394,42.29007538,50.32357598,-3.53620466,-54.99582307,2.36822857,0.59361912,21.00430547,383.53653773,0.54816185,793.20796873,0.30408093,0.42069609,"Measurement #0246  from Forerunner Autochamber # 1"
43.072943,2,291,3176.81090988,19.27147814,0.79487446,290.49284493,1.35626131,0.00000000,18.66559621,318.14997846,0.01258833,283.63418925,96.16000000,186.95600497,318.94926100,1268.65496030,2159.32014698,31.40106384,48.97269668,-4.65972193,-9.64613241,4.81304806,0.25455248,30.34226181,227.11842898,0.74629794,282.17343657,0.08081034,0.05105252,"Measurement #0247  from Forerunner Autochamber # 2"
43.076990,3,284,2837.64920327,38.32398268,1.62347861,479.94901976,1.29894145,1.00000000,18.66542751,318.14981248,0.01211088,283.36943937,97.67000000,510.55375507,511.56028857,9640.36143329,9670.99322522,249.42168699,250.11084650,0.15905797,0.15831774,3.68356903,0.38829911,56.73534505,573.92743690,2.01156466,782.55119887,0.00884649,0.93131182,"Measurement #0248  from Forerunner Autochamber # 3"
43.081025,4,286,2418.36932107,6.32331831,2.03583590,6320.33896132,1.12906828,0.00000000,18.66516975,318.14978806,0.01122449,283.52108238,97.21000000,140.68550180,141.17696592,310.42022174,312.67910485,144.40654093,144.56258375,98.85193769,820.91782058,1.48810545,0.38562254,2.53094880,968.55685265,2.93741567,280.69519025,8.06051868,0.41482152,"Measurement #0249  from Forerunner Autochamber # 4"
43.085091,5,289,1584.58011164,12.87843269,0.57585889,3136.61802949,1.26064586,0.00000000,18.66521835,318.14945342,0.01161607,283.78417489,97.38000000,62.61045350,124.42702215,743.09252441,1415.55549688,8.17777731,25.53943833,42.84227350,43.21097318,1.61135134,0.16756683,19.89394752,194.31892228,0.37538376,342.99479360,1.00861555,1.11857465,"Measurement #0250  from Forerunner Autochamber # 5"
43.117363,1,288,2656.51370850,25.96595912,0.83987397,253.01599002,1.11014147,0.00000000,18.66629918,318.14990685,0.01166850,283.21683130,97.36000000,215.68040292,216.47371369,2592.99412315,2609.19757464,50.78252687,50.96584342,-5.67408556,-42.41934779,0.17536793,1.02578086,1.83515959,575.83556476,0.04663338,1063.44617325,0.01990352,0.09089064,"Measurement #0251  from Forerunner Autochamber # 1"
43.121433,2,289,3145.34884158,18.81824141,0.77694687,283.29726372,1.27848313,0.00000000,18.66560426,318.15023210,0.01181163,282.63572340,95.92000000,173.05898875,375.87999388,1158.73351711,2547.31674713,28.79415366,59.59043909,-4.47474981,-9.82091657,1.23642908,0.56589980,8.01678699,514.04323542,0.19803775,610.86683371,0.02279380,0.10778560,"Measurement #0252  from Forerunner Autochamber # 2"
43.125470,3,289,2778.65055776,36.93565449,1.53424970,466.52784334,1.23817928,1.00000000,18.66533630,318.14953209,0.01159915,282.47834292,97.62000000,502.91316200,504.04368320,9391.77728841,9423.65110634,235.32849924,235.43295096,0.05765436,0.00355180,6.91172138,0.11553532,107.52611771,415.75674428,4.10443934,331.80787456,0.01801213,4.98837286,"Measurement #0253  from Forerunner Autochamber # 3"
43.129513,4,286,2747.39556083,7.10092721,2.39599333,5945.16540387,1.07080300,0.00000000,18.66511200,318.14975611,0.01048154,283.10173386,97.26000000,178.17707340,178.85470167,379.48787927,382.08276036,176.10529938,176.42791550,105.54395663,246.70394208,0.73167384,0.19598706,1.27334006,861.84417473,1.73403726,596.97069934,1.34924460,0.10570539,"Measurement #0254  from Forerunner Autochamber # 4"
43.133561,5,288,1851.85643029,15.11080750,0.63644010,3229.37296800,1.18833620,0.00000000,18.66518706,318.14954112,0.01114664,283.40744008,97.35000000,83.29643419,183.62083015,887.58679864,1988.33647594,14.23345067,26.41237461,44.86588213,44.92960978,1.67440380,0.20263699,18.61955147,207.31408827,0.23928151,257.92559124,0.58144135,0.63670039,"Measurement #0255  from Forerunner Autochamber # 5"
43.165901,1,289,2583.77889134,28.23098901,0.79731229,244.67277341,1.00683594,1.00000000,18.66647169,318.14982014,0.01124330,283.02469362,97.38000000,257.99762909,258.72578623,3532.18388977,3551.90769637,56.67449216,56.85157423,-4.18773139,-4.17895043,3.26599394,0.85043625,41.10307519,777.58516859,0.80853514,1143.21260087,0.13853413,0.37211330,"Measurement #0256  from Forerunner Autochamber # 1"
43.169908,2,289,2618.19169372,16.22575223,0.68673900,287.89278037,1.24314783,0.00000000,18.66572430,318.15022183,0.01148688,282.31991608,95.74000000,143.96973034,262.69596546,992.83578605,2091.06734203,23.78745983,40.27225481,-4.66449280,-10.64863970,1.25532490,0.52197407,9.94450119,412.00344788,0.19621931,625.43807290,0.03652958,0.04568996,"Measurement #0257  from Forerunner Autochamber # 2"
43.173985,3,290,2716.32152808,35.41470027,1.46364870,474.64773145,1.20634741,1.00000000,18.66547551,318.14951954,0.01128136,282.24030553,97.60000000,523.06406080,523.95371836,9621.80729717,9658.63583241,233.45255340,233.81419071,-1.73802062,-1.74138355,10.61554725,0.68747778,159.07517832,274.70516180,5.53803350,628.56695198,0.02661901,1.22941513,"Measurement #0258  from Forerunner Autochamber # 3"
43.178032,4,290,3263.39740593,7.83916519,2.64697756,6998.69395821,1.01926902,0.00000000,18.66519382,318.14954694,0.01009281,282.67490677,97.12000000,210.99032602,212.18541559,444.44493510,448.26668242,189.94125325,190.32311410,139.88472038,402.27812802,1.94678401,0.98376736,3.80191769,2261.42522221,2.50844083,1598.54482323,3.14984651,0.34144763,"Measurement #0259  from Forerunner Autochamber # 4"
43.182078,5,289,1458.54858618,9.58626779,0.57612903,4748.46221764,1.14184583,0.00000000,18.66512277,318.14991468,0.01065894,283.06324475,97.23000000,59.72676886,62.16076141,544.93936969,550.61482371,7.23531106,7.79416761,92.79592916,219.69187429,0.73732437,25.18068456,6.14756152,6566.39686123,0.06670380,50767.18426570,0.70477987,0.33977668,"Measurement #0260  from Forerunner Autochamber # 5"
43.214374,1,289,3115.84683849,29.64958578,0.93746711,255.85419764,1.04536918,1.00000000,18.66650296,318.15010568,0.01096324,282.51778555,97.36000000,246.62116973,263.39430911,2750.80724410,3171.57781817,57.00937518,59.73931156,-5.21319886,-43.87085764,0.36657517,5.14340910,4.71574719,2017.05870886,0.10064909,11440.35432912,0.60675964,0.36077047,"Measurement #0261  from Forerunner Autochamber # 1"
43.218401,2,288,2240.08861264,13.91361799,0.61393102,299.20008567,1.22319753,0.00000000,18.66562101,318.15034157,0.01125327,282.24030553,95.65000000,112.10142783,237.21151786,744.16109938,1840.22661532,16.58299128,38.96685905,-4.99453890,-11.57633931,1.63748620,0.10663039,12.53886962,107.24162268,0.27177413,115.26280865,0.05919047,0.00805304,"Measurement #0262  from Forerunner Autochamber # 2"
43.222536,3,295,2596.56325898,34.20564065,1.45305361,480.14200086,1.21960673,1.00000000,18.66533578,318.14983596,0.01131081,282.20040014,97.61000000,443.58057163,444.21115929,8477.03266273,8489.53306250,210.96178663,211.10018943,-2.68655130,-2.69984263,10.84247492,0.95072949,182.67277462,538.28323003,6.17514307,529.44571052,0.01707981,1.10137778,"Measurement #0263  from Forerunner Autochamber # 3"
